Star Rating,Review Title,Review Text,Review Last Update Date
2,Issues,Having login issues since the latest update. @support please fix.,2025-12-07
1,Terrible,Crashes on startup. Unusable.,2025-12-09
5,Love it,Seamless onboarding process. Very impressed.,2026-03-10
5,Awesome,The new UI is fantastic and payments are quick.,2025-10-17
5,Love it,Seamless onboarding process. Very impressed.,2025-07-13
3,Average,Customer support is slow to respond to my queries.,2026-05-11
1,Terrible,Crashes on startup. Unusable.,2025-11-02
2,Issues,Having login issues since the latest update. @support please fix.,2025-06-18
2,Issues,Having login issues since the latest update. @support please fix.,2025-12-02
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-11-21
3,Average,Customer support is slow to respond to my queries.,2026-01-26
1,Terrible,Crashes on startup. Unusable.,2026-02-26
4,Good,Good but has some minor bugs.,2026-04-20
1,Terrible,Crashes on startup. Unusable.,2025-06-13
1,Terrible,Crashes on startup. Unusable.,2026-01-22
2,Issues,Having login issues since the latest update. @support please fix.,2025-07-11
5,Awesome,The new UI is fantastic and payments are quick.,2025-11-24
2,Issues,Having login issues since the latest update. @support please fix.,2026-01-20
5,Love it,Seamless onboarding process. Very impressed.,2026-03-04
4,Good,Good but has some minor bugs.,2025-11-05
4,Solid,Solid app for KYC but takes too long to approve.,2026-02-08
5,Love it,Seamless onboarding process. Very impressed.,2025-06-18
5,Love it,Seamless onboarding process. Very impressed.,2025-10-25
1,Terrible,Crashes on startup. Unusable.,2025-10-08
3,Average,Customer support is slow to respond to my queries.,2026-02-01
5,Great App,Works perfectly. I use it every day.,2026-02-17
2,Issues,Having login issues since the latest update. @support please fix.,2025-08-09
5,Awesome,The new UI is fantastic and payments are quick.,2025-10-25
4,Good,Good but has some minor bugs.,2025-06-12
1,Terrible,Crashes on startup. Unusable.,2025-10-11
5,Love it,Seamless onboarding process. Very impressed.,2025-06-19
1,Terrible,Crashes on startup. Unusable.,2025-07-08
3,Average,Customer support is slow to respond to my queries.,2025-08-03
4,Solid,Solid app for KYC but takes too long to approve.,2025-06-06
2,Issues,Having login issues since the latest update. @support please fix.,2026-02-11
3,Average,Customer support is slow to respond to my queries.,2025-07-20
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-11-04
2,Issues,Having login issues since the latest update. @support please fix.,2025-07-22
3,Average,Customer support is slow to respond to my queries.,2025-12-26
5,Love it,Seamless onboarding process. Very impressed.,2025-12-07
2,Disappointed,Statements are hard to download. Needs improvement.,2026-03-15
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-04-03
3,Average,Customer support is slow to respond to my queries.,2025-09-26
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-08-07
5,Awesome,The new UI is fantastic and payments are quick.,2025-08-15
1,Terrible,Crashes on startup. Unusable.,2026-04-09
2,Issues,Having login issues since the latest update. @support please fix.,2025-11-08
4,Good,Good but has some minor bugs.,2026-02-07
5,Great App,Works perfectly. I use it every day.,2026-02-21
2,Disappointed,Statements are hard to download. Needs improvement.,2025-10-17
4,Solid,Solid app for KYC but takes too long to approve.,2025-09-17
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-12-27
1,Terrible,Crashes on startup. Unusable.,2026-05-16
5,Great App,Works perfectly. I use it every day.,2025-11-13
5,Awesome,The new UI is fantastic and payments are quick.,2026-03-01
5,Awesome,The new UI is fantastic and payments are quick.,2026-02-05
4,Solid,Solid app for KYC but takes too long to approve.,2026-02-01
4,Solid,Solid app for KYC but takes too long to approve.,2025-11-07
2,Issues,Having login issues since the latest update. @support please fix.,2025-12-25
5,Great App,Works perfectly. I use it every day.,2026-03-13
2,Disappointed,Statements are hard to download. Needs improvement.,2025-08-30
3,Average,Customer support is slow to respond to my queries.,2025-07-31
2,Disappointed,Statements are hard to download. Needs improvement.,2025-05-31
3,Average,Customer support is slow to respond to my queries.,2026-02-10
4,Good,Good but has some minor bugs.,2025-08-10
3,Average,Customer support is slow to respond to my queries.,2025-06-13
3,Average,Customer support is slow to respond to my queries.,2026-02-06
4,Solid,Solid app for KYC but takes too long to approve.,2025-09-25
4,Solid,Solid app for KYC but takes too long to approve.,2026-04-13
2,Issues,Having login issues since the latest update. @support please fix.,2025-08-03
4,Good,Good but has some minor bugs.,2025-08-24
5,Great App,Works perfectly. I use it every day.,2025-09-14
2,Disappointed,Statements are hard to download. Needs improvement.,2025-12-12
1,Terrible,Crashes on startup. Unusable.,2025-06-03
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-07-21
1,Terrible,Crashes on startup. Unusable.,2025-08-09
2,Issues,Having login issues since the latest update. @support please fix.,2025-12-18
5,Love it,Seamless onboarding process. Very impressed.,2025-11-03
5,Awesome,The new UI is fantastic and payments are quick.,2026-03-22
5,Great App,Works perfectly. I use it every day.,2025-08-17
3,Average,Customer support is slow to respond to my queries.,2025-12-20
2,Issues,Having login issues since the latest update. @support please fix.,2026-03-14
1,Terrible,Crashes on startup. Unusable.,2025-07-28
2,Issues,Having login issues since the latest update. @support please fix.,2025-12-05
4,Good,Good but has some minor bugs.,2026-01-07
4,Good,Good but has some minor bugs.,2025-07-30
5,Awesome,The new UI is fantastic and payments are quick.,2026-01-12
5,Love it,Seamless onboarding process. Very impressed.,2025-06-07
5,Awesome,The new UI is fantastic and payments are quick.,2026-02-23
4,Good,Good but has some minor bugs.,2025-12-01
4,Good,Good but has some minor bugs.,2025-09-12
5,Great App,Works perfectly. I use it every day.,2025-10-05
2,Disappointed,Statements are hard to download. Needs improvement.,2026-03-13
1,Terrible,Crashes on startup. Unusable.,2026-05-18
4,Solid,Solid app for KYC but takes too long to approve.,2026-05-08
2,Issues,Having login issues since the latest update. @support please fix.,2026-03-24
2,Issues,Having login issues since the latest update. @support please fix.,2026-01-10
5,Love it,Seamless onboarding process. Very impressed.,2025-09-21
2,Issues,Having login issues since the latest update. @support please fix.,2025-06-14
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-04-23
3,Average,Customer support is slow to respond to my queries.,2025-09-17
5,Great App,Works perfectly. I use it every day.,2025-06-29
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-03-23
1,Terrible,Crashes on startup. Unusable.,2025-07-17
5,Great App,Works perfectly. I use it every day.,2025-11-25
1,Terrible,Crashes on startup. Unusable.,2026-02-24
2,Issues,Having login issues since the latest update. @support please fix.,2025-09-01
2,Issues,Having login issues since the latest update. @support please fix.,2025-07-27
5,Love it,Seamless onboarding process. Very impressed.,2026-04-11
4,Good,Good but has some minor bugs.,2025-08-13
5,Awesome,The new UI is fantastic and payments are quick.,2026-01-30
5,Great App,Works perfectly. I use it every day.,2026-02-04
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-04-30
4,Solid,Solid app for KYC but takes too long to approve.,2025-09-30
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-05-28
4,Good,Good but has some minor bugs.,2025-06-05
4,Good,Good but has some minor bugs.,2026-01-15
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-05-15
5,Awesome,The new UI is fantastic and payments are quick.,2025-09-27
3,Average,Customer support is slow to respond to my queries.,2025-08-23
4,Solid,Solid app for KYC but takes too long to approve.,2025-08-27
3,Average,Customer support is slow to respond to my queries.,2026-02-11
5,Great App,Works perfectly. I use it every day.,2025-09-18
2,Issues,Having login issues since the latest update. @support please fix.,2025-12-17
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-04-05
3,Average,Customer support is slow to respond to my queries.,2026-05-23
5,Love it,Seamless onboarding process. Very impressed.,2025-12-14
5,Great App,Works perfectly. I use it every day.,2026-05-10
2,Disappointed,Statements are hard to download. Needs improvement.,2026-02-15
5,Love it,Seamless onboarding process. Very impressed.,2025-06-03
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-02-07
5,Great App,Works perfectly. I use it every day.,2025-12-24
2,Disappointed,Statements are hard to download. Needs improvement.,2026-02-24
4,Solid,Solid app for KYC but takes too long to approve.,2025-11-18
5,Awesome,The new UI is fantastic and payments are quick.,2025-12-21
5,Great App,Works perfectly. I use it every day.,2026-01-27
2,Issues,Having login issues since the latest update. @support please fix.,2025-09-12
5,Great App,Works perfectly. I use it every day.,2026-05-14
4,Good,Good but has some minor bugs.,2026-04-13
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-08-15
3,Average,Customer support is slow to respond to my queries.,2026-03-16
3,Average,Customer support is slow to respond to my queries.,2026-05-15
5,Awesome,The new UI is fantastic and payments are quick.,2026-04-25
3,Average,Customer support is slow to respond to my queries.,2025-09-11
4,Solid,Solid app for KYC but takes too long to approve.,2025-08-16
4,Solid,Solid app for KYC but takes too long to approve.,2025-12-14
2,Issues,Having login issues since the latest update. @support please fix.,2025-12-19
2,Issues,Having login issues since the latest update. @support please fix.,2025-11-20
5,Love it,Seamless onboarding process. Very impressed.,2025-11-13
2,Issues,Having login issues since the latest update. @support please fix.,2026-02-01
2,Disappointed,Statements are hard to download. Needs improvement.,2026-04-20
5,Awesome,The new UI is fantastic and payments are quick.,2026-02-13
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-09-08
5,Great App,Works perfectly. I use it every day.,2026-01-18
2,Disappointed,Statements are hard to download. Needs improvement.,2025-11-03
1,Terrible,Crashes on startup. Unusable.,2025-10-23
5,Awesome,The new UI is fantastic and payments are quick.,2026-04-11
3,Average,Customer support is slow to respond to my queries.,2025-06-06
5,Love it,Seamless onboarding process. Very impressed.,2026-03-06
5,Awesome,The new UI is fantastic and payments are quick.,2026-04-18
4,Solid,Solid app for KYC but takes too long to approve.,2026-05-18
2,Disappointed,Statements are hard to download. Needs improvement.,2026-05-04
5,Awesome,The new UI is fantastic and payments are quick.,2025-09-02
5,Great App,Works perfectly. I use it every day.,2025-11-18
5,Awesome,The new UI is fantastic and payments are quick.,2026-02-03
5,Great App,Works perfectly. I use it every day.,2025-10-07
5,Great App,Works perfectly. I use it every day.,2025-12-19
1,Terrible,Crashes on startup. Unusable.,2025-11-05
2,Disappointed,Statements are hard to download. Needs improvement.,2026-05-18
2,Issues,Having login issues since the latest update. @support please fix.,2026-01-22
5,Great App,Works perfectly. I use it every day.,2026-01-05
5,Love it,Seamless onboarding process. Very impressed.,2025-07-11
4,Good,Good but has some minor bugs.,2025-12-02
5,Awesome,The new UI is fantastic and payments are quick.,2025-11-24
5,Great App,Works perfectly. I use it every day.,2025-12-25
4,Good,Good but has some minor bugs.,2025-08-20
5,Great App,Works perfectly. I use it every day.,2025-11-14
5,Love it,Seamless onboarding process. Very impressed.,2025-06-20
2,Disappointed,Statements are hard to download. Needs improvement.,2026-04-25
5,Awesome,The new UI is fantastic and payments are quick.,2025-07-11
4,Good,Good but has some minor bugs.,2025-10-07
3,Average,Customer support is slow to respond to my queries.,2025-06-17
5,Love it,Seamless onboarding process. Very impressed.,2025-09-29
5,Great App,Works perfectly. I use it every day.,2026-03-27
5,Great App,Works perfectly. I use it every day.,2025-10-16
2,Issues,Having login issues since the latest update. @support please fix.,2025-08-16
5,Great App,Works perfectly. I use it every day.,2026-03-08
5,Awesome,The new UI is fantastic and payments are quick.,2026-03-16
5,Love it,Seamless onboarding process. Very impressed.,2026-04-01
3,Average,Customer support is slow to respond to my queries.,2025-11-13
5,Love it,Seamless onboarding process. Very impressed.,2026-04-10
1,Terrible,Crashes on startup. Unusable.,2026-03-20
5,Great App,Works perfectly. I use it every day.,2025-07-16
5,Awesome,The new UI is fantastic and payments are quick.,2026-02-24
2,Issues,Having login issues since the latest update. @support please fix.,2026-02-21
1,Terrible,Crashes on startup. Unusable.,2026-01-12
2,Disappointed,Statements are hard to download. Needs improvement.,2025-06-24
3,Average,Customer support is slow to respond to my queries.,2025-09-04
4,Good,Good but has some minor bugs.,2025-09-19
1,Terrible,Crashes on startup. Unusable.,2026-02-19
1,Terrible,Crashes on startup. Unusable.,2026-02-28
2,Disappointed,Statements are hard to download. Needs improvement.,2025-10-29
2,Disappointed,Statements are hard to download. Needs improvement.,2025-11-13
5,Awesome,The new UI is fantastic and payments are quick.,2026-01-03
1,Terrible,Crashes on startup. Unusable.,2025-06-06
5,Love it,Seamless onboarding process. Very impressed.,2026-01-06
5,Awesome,The new UI is fantastic and payments are quick.,2025-08-04
5,Love it,Seamless onboarding process. Very impressed.,2026-04-09
2,Issues,Having login issues since the latest update. @support please fix.,2025-06-12
4,Solid,Solid app for KYC but takes too long to approve.,2025-09-03
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-03-10
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-11-11
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-02-05
2,Issues,Having login issues since the latest update. @support please fix.,2026-05-09
4,Solid,Solid app for KYC but takes too long to approve.,2026-03-18
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-02-02
5,Love it,Seamless onboarding process. Very impressed.,2026-03-13
2,Issues,Having login issues since the latest update. @support please fix.,2025-07-19
1,Terrible,Crashes on startup. Unusable.,2025-08-10
5,Love it,Seamless onboarding process. Very impressed.,2025-07-13
4,Solid,Solid app for KYC but takes too long to approve.,2026-05-03
3,Average,Customer support is slow to respond to my queries.,2025-08-17
5,Love it,Seamless onboarding process. Very impressed.,2025-11-28
4,Solid,Solid app for KYC but takes too long to approve.,2025-09-07
4,Good,Good but has some minor bugs.,2025-08-15
3,Average,Customer support is slow to respond to my queries.,2026-03-18
5,Awesome,The new UI is fantastic and payments are quick.,2025-06-08
5,Great App,Works perfectly. I use it every day.,2026-05-02
3,Average,Customer support is slow to respond to my queries.,2025-06-30
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-10-17
2,Disappointed,Statements are hard to download. Needs improvement.,2025-11-27
3,Average,Customer support is slow to respond to my queries.,2025-11-17
5,Great App,Works perfectly. I use it every day.,2025-11-02
2,Disappointed,Statements are hard to download. Needs improvement.,2025-07-26
2,Issues,Having login issues since the latest update. @support please fix.,2025-11-24
5,Great App,Works perfectly. I use it every day.,2026-05-23
2,Issues,Having login issues since the latest update. @support please fix.,2025-12-22
1,Terrible,Crashes on startup. Unusable.,2026-02-15
3,Average,Customer support is slow to respond to my queries.,2025-06-13
2,Disappointed,Statements are hard to download. Needs improvement.,2025-08-17
3,Average,Customer support is slow to respond to my queries.,2026-02-26
5,Love it,Seamless onboarding process. Very impressed.,2025-08-30
5,Great App,Works perfectly. I use it every day.,2026-02-28
4,Good,Good but has some minor bugs.,2025-08-23
1,Terrible,Crashes on startup. Unusable.,2025-08-05
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-03-24
5,Awesome,The new UI is fantastic and payments are quick.,2026-02-24
5,Awesome,The new UI is fantastic and payments are quick.,2026-01-01
3,Average,Customer support is slow to respond to my queries.,2026-01-03
5,Great App,Works perfectly. I use it every day.,2025-10-03
4,Solid,Solid app for KYC but takes too long to approve.,2025-12-02
1,Terrible,Crashes on startup. Unusable.,2026-05-26
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-05-03
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-02-23
4,Good,Good but has some minor bugs.,2026-04-09
5,Great App,Works perfectly. I use it every day.,2025-11-24
2,Issues,Having login issues since the latest update. @support please fix.,2025-11-06
4,Good,Good but has some minor bugs.,2025-10-19
2,Issues,Having login issues since the latest update. @support please fix.,2026-01-15
2,Issues,Having login issues since the latest update. @support please fix.,2025-11-04
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-01-07
5,Awesome,The new UI is fantastic and payments are quick.,2025-08-17
5,Great App,Works perfectly. I use it every day.,2026-01-23
2,Disappointed,Statements are hard to download. Needs improvement.,2025-11-29
5,Love it,Seamless onboarding process. Very impressed.,2025-12-25
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-08-19
5,Love it,Seamless onboarding process. Very impressed.,2025-07-29
2,Disappointed,Statements are hard to download. Needs improvement.,2025-08-30
4,Solid,Solid app for KYC but takes too long to approve.,2025-08-28
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-06-01
5,Love it,Seamless onboarding process. Very impressed.,2026-04-18
2,Issues,Having login issues since the latest update. @support please fix.,2025-09-24
2,Disappointed,Statements are hard to download. Needs improvement.,2026-01-07
2,Disappointed,Statements are hard to download. Needs improvement.,2025-07-10
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-01-09
3,Average,Customer support is slow to respond to my queries.,2025-07-12
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-11-26
4,Good,Good but has some minor bugs.,2025-12-01
5,Great App,Works perfectly. I use it every day.,2025-08-04
5,Love it,Seamless onboarding process. Very impressed.,2026-04-12
4,Solid,Solid app for KYC but takes too long to approve.,2025-12-25
2,Disappointed,Statements are hard to download. Needs improvement.,2026-03-05
4,Solid,Solid app for KYC but takes too long to approve.,2026-03-22
5,Love it,Seamless onboarding process. Very impressed.,2025-11-06
5,Great App,Works perfectly. I use it every day.,2025-06-05
2,Disappointed,Statements are hard to download. Needs improvement.,2026-03-20
3,Average,Customer support is slow to respond to my queries.,2025-08-09
4,Solid,Solid app for KYC but takes too long to approve.,2026-04-07
2,Issues,Having login issues since the latest update. @support please fix.,2026-05-25
4,Good,Good but has some minor bugs.,2025-06-21
2,Disappointed,Statements are hard to download. Needs improvement.,2026-04-10
5,Awesome,The new UI is fantastic and payments are quick.,2025-06-04
3,Average,Customer support is slow to respond to my queries.,2025-05-29
3,Average,Customer support is slow to respond to my queries.,2025-10-14
4,Solid,Solid app for KYC but takes too long to approve.,2025-12-14
4,Good,Good but has some minor bugs.,2025-06-28
5,Love it,Seamless onboarding process. Very impressed.,2025-10-20
5,Great App,Works perfectly. I use it every day.,2026-01-28
5,Awesome,The new UI is fantastic and payments are quick.,2025-06-18
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-02-01
2,Issues,Having login issues since the latest update. @support please fix.,2026-04-15
5,Awesome,The new UI is fantastic and payments are quick.,2025-11-08
1,Terrible,Crashes on startup. Unusable.,2025-09-18
4,Solid,Solid app for KYC but takes too long to approve.,2026-04-30
4,Solid,Solid app for KYC but takes too long to approve.,2026-01-26
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-03-13
2,Issues,Having login issues since the latest update. @support please fix.,2025-11-22
2,Disappointed,Statements are hard to download. Needs improvement.,2025-08-23
2,Issues,Having login issues since the latest update. @support please fix.,2025-10-16
5,Great App,Works perfectly. I use it every day.,2025-06-10
5,Love it,Seamless onboarding process. Very impressed.,2025-09-30
5,Awesome,The new UI is fantastic and payments are quick.,2025-10-31
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-11-03
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-01-25
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-06-19
5,Love it,Seamless onboarding process. Very impressed.,2025-08-20
2,Issues,Having login issues since the latest update. @support please fix.,2025-11-19
3,Average,Customer support is slow to respond to my queries.,2026-04-11
1,Terrible,Crashes on startup. Unusable.,2025-06-13
5,Awesome,The new UI is fantastic and payments are quick.,2025-09-07
4,Good,Good but has some minor bugs.,2026-02-05
5,Great App,Works perfectly. I use it every day.,2026-03-26
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-06-08
2,Issues,Having login issues since the latest update. @support please fix.,2026-05-24
3,Average,Customer support is slow to respond to my queries.,2026-04-03
4,Solid,Solid app for KYC but takes too long to approve.,2026-01-25
4,Good,Good but has some minor bugs.,2025-11-15
2,Disappointed,Statements are hard to download. Needs improvement.,2025-10-09
1,Terrible,Crashes on startup. Unusable.,2025-10-29
2,Issues,Having login issues since the latest update. @support please fix.,2026-05-07
5,Love it,Seamless onboarding process. Very impressed.,2025-10-10
2,Issues,Having login issues since the latest update. @support please fix.,2026-01-28
3,Average,Customer support is slow to respond to my queries.,2026-03-10
4,Good,Good but has some minor bugs.,2025-10-16
5,Love it,Seamless onboarding process. Very impressed.,2026-05-12
4,Good,Good but has some minor bugs.,2025-11-06
1,Terrible,Crashes on startup. Unusable.,2025-10-04
4,Good,Good but has some minor bugs.,2025-08-05
5,Great App,Works perfectly. I use it every day.,2025-07-23
2,Issues,Having login issues since the latest update. @support please fix.,2026-01-07
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-08-14
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-12-30
2,Disappointed,Statements are hard to download. Needs improvement.,2025-10-24
4,Good,Good but has some minor bugs.,2026-03-16
4,Solid,Solid app for KYC but takes too long to approve.,2025-08-02
5,Awesome,The new UI is fantastic and payments are quick.,2026-05-06
3,Average,Customer support is slow to respond to my queries.,2025-12-29
2,Issues,Having login issues since the latest update. @support please fix.,2025-12-31
5,Love it,Seamless onboarding process. Very impressed.,2026-02-15
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-03-17
5,Great App,Works perfectly. I use it every day.,2025-11-23
2,Disappointed,Statements are hard to download. Needs improvement.,2025-10-10
2,Disappointed,Statements are hard to download. Needs improvement.,2025-09-29
5,Great App,Works perfectly. I use it every day.,2025-12-27
4,Good,Good but has some minor bugs.,2025-10-12
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-05-12
3,Average,Customer support is slow to respond to my queries.,2025-12-04
5,Great App,Works perfectly. I use it every day.,2025-10-01
3,Average,Customer support is slow to respond to my queries.,2026-02-18
5,Great App,Works perfectly. I use it every day.,2026-03-22
4,Solid,Solid app for KYC but takes too long to approve.,2025-06-17
2,Disappointed,Statements are hard to download. Needs improvement.,2025-06-24
4,Good,Good but has some minor bugs.,2025-07-21
4,Good,Good but has some minor bugs.,2026-03-06
2,Issues,Having login issues since the latest update. @support please fix.,2026-05-04
2,Disappointed,Statements are hard to download. Needs improvement.,2025-10-01
4,Solid,Solid app for KYC but takes too long to approve.,2026-02-20
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-10-09
3,Average,Customer support is slow to respond to my queries.,2025-08-10
3,Average,Customer support is slow to respond to my queries.,2026-03-22
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-06-12
1,Terrible,Crashes on startup. Unusable.,2025-09-04
5,Love it,Seamless onboarding process. Very impressed.,2025-07-22
5,Love it,Seamless onboarding process. Very impressed.,2025-08-27
2,Disappointed,Statements are hard to download. Needs improvement.,2026-03-13
5,Great App,Works perfectly. I use it every day.,2025-06-21
2,Issues,Having login issues since the latest update. @support please fix.,2025-09-04
5,Awesome,The new UI is fantastic and payments are quick.,2026-04-18
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-08-21
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-01-03
2,Disappointed,Statements are hard to download. Needs improvement.,2025-08-16
5,Great App,Works perfectly. I use it every day.,2025-11-16
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-04-14
3,Average,Customer support is slow to respond to my queries.,2026-03-07
5,Awesome,The new UI is fantastic and payments are quick.,2025-12-18
1,Terrible,Crashes on startup. Unusable.,2026-04-20
1,Terrible,Crashes on startup. Unusable.,2025-07-10
4,Solid,Solid app for KYC but takes too long to approve.,2025-06-20
5,Great App,Works perfectly. I use it every day.,2025-09-23
3,Average,Customer support is slow to respond to my queries.,2026-02-12
2,Disappointed,Statements are hard to download. Needs improvement.,2026-04-18
2,Issues,Having login issues since the latest update. @support please fix.,2025-09-01
1,Terrible,Crashes on startup. Unusable.,2025-12-31
4,Good,Good but has some minor bugs.,2025-10-05
3,Average,Customer support is slow to respond to my queries.,2026-04-06
5,Love it,Seamless onboarding process. Very impressed.,2026-04-04
4,Good,Good but has some minor bugs.,2026-05-13
4,Solid,Solid app for KYC but takes too long to approve.,2026-01-09
2,Disappointed,Statements are hard to download. Needs improvement.,2025-10-08
5,Awesome,The new UI is fantastic and payments are quick.,2025-11-17
5,Awesome,The new UI is fantastic and payments are quick.,2026-01-05
1,Terrible,Crashes on startup. Unusable.,2025-11-17
3,Average,Customer support is slow to respond to my queries.,2025-10-19
5,Love it,Seamless onboarding process. Very impressed.,2026-05-09
5,Awesome,The new UI is fantastic and payments are quick.,2025-09-14
1,Terrible,Crashes on startup. Unusable.,2025-08-24
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-06-04
5,Awesome,The new UI is fantastic and payments are quick.,2025-09-04
4,Good,Good but has some minor bugs.,2025-10-29
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-12-15
4,Good,Good but has some minor bugs.,2025-06-05
2,Disappointed,Statements are hard to download. Needs improvement.,2025-08-14
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-02-04
2,Disappointed,Statements are hard to download. Needs improvement.,2025-11-05
4,Solid,Solid app for KYC but takes too long to approve.,2025-09-24
2,Disappointed,Statements are hard to download. Needs improvement.,2025-06-30
4,Solid,Solid app for KYC but takes too long to approve.,2026-05-14
2,Disappointed,Statements are hard to download. Needs improvement.,2025-12-22
3,Average,Customer support is slow to respond to my queries.,2025-11-22
4,Solid,Solid app for KYC but takes too long to approve.,2026-01-02
3,Average,Customer support is slow to respond to my queries.,2025-09-04
5,Awesome,The new UI is fantastic and payments are quick.,2026-01-15
3,Average,Customer support is slow to respond to my queries.,2025-09-16
4,Good,Good but has some minor bugs.,2026-05-17
3,Average,Customer support is slow to respond to my queries.,2026-01-05
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-11-11
5,Awesome,The new UI is fantastic and payments are quick.,2025-09-13
1,Terrible,Crashes on startup. Unusable.,2025-11-27
4,Good,Good but has some minor bugs.,2026-01-05
3,Average,Customer support is slow to respond to my queries.,2025-09-13
1,Terrible,Crashes on startup. Unusable.,2026-03-20
5,Awesome,The new UI is fantastic and payments are quick.,2025-07-24
5,Great App,Works perfectly. I use it every day.,2025-07-16
5,Love it,Seamless onboarding process. Very impressed.,2026-02-05
4,Solid,Solid app for KYC but takes too long to approve.,2026-03-08
