Rating,Review Title,Review,Date,Reviewer
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-07-01,User829
5,Awesome,The new UI is fantastic and payments are quick.,2025-12-17,User758
3,Average,Customer support is slow to respond to my queries.,2026-05-03,User898
4,Solid,Solid app for KYC but takes too long to approve.,2026-03-20,User670
5,Great App,Works perfectly. I use it every day.,2026-02-10,User222
2,Issues,Having login issues since the latest update. @support please fix.,2026-04-27,User403
4,Solid,Solid app for KYC but takes too long to approve.,2025-09-06,User776
5,Great App,Works perfectly. I use it every day.,2025-09-16,User597
1,Terrible,Crashes on startup. Unusable.,2025-12-14,User140
1,Terrible,Crashes on startup. Unusable.,2026-05-13,User689
3,Average,Customer support is slow to respond to my queries.,2025-11-25,User210
5,Great App,Works perfectly. I use it every day.,2025-06-22,User959
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-07-09,User903
3,Average,Customer support is slow to respond to my queries.,2025-08-12,User675
5,Great App,Works perfectly. I use it every day.,2025-12-19,User116
3,Average,Customer support is slow to respond to my queries.,2025-12-10,User725
5,Love it,Seamless onboarding process. Very impressed.,2025-12-23,User605
4,Solid,Solid app for KYC but takes too long to approve.,2025-11-03,User663
5,Awesome,The new UI is fantastic and payments are quick.,2026-01-15,User442
4,Solid,Solid app for KYC but takes too long to approve.,2025-10-20,User865
4,Solid,Solid app for KYC but takes too long to approve.,2026-01-06,User142
3,Average,Customer support is slow to respond to my queries.,2026-04-03,User559
2,Issues,Having login issues since the latest update. @support please fix.,2026-03-09,User602
5,Great App,Works perfectly. I use it every day.,2026-03-26,User359
1,Terrible,Crashes on startup. Unusable.,2025-08-02,User284
5,Awesome,The new UI is fantastic and payments are quick.,2025-08-18,User746
2,Issues,Having login issues since the latest update. @support please fix.,2025-08-12,User416
3,Average,Customer support is slow to respond to my queries.,2026-01-14,User980
1,Terrible,Crashes on startup. Unusable.,2026-01-01,User421
4,Solid,Solid app for KYC but takes too long to approve.,2025-08-04,User497
5,Awesome,The new UI is fantastic and payments are quick.,2025-06-29,User459
2,Issues,Having login issues since the latest update. @support please fix.,2026-01-02,User995
5,Love it,Seamless onboarding process. Very impressed.,2026-03-29,User240
1,Terrible,Crashes on startup. Unusable.,2025-05-29,User442
4,Good,Good but has some minor bugs.,2026-02-27,User780
5,Awesome,The new UI is fantastic and payments are quick.,2025-08-22,User604
5,Awesome,The new UI is fantastic and payments are quick.,2025-12-31,User853
1,Terrible,Crashes on startup. Unusable.,2025-08-27,User744
5,Love it,Seamless onboarding process. Very impressed.,2025-09-08,User850
5,Awesome,The new UI is fantastic and payments are quick.,2026-02-06,User650
3,Average,Customer support is slow to respond to my queries.,2026-01-29,User984
5,Awesome,The new UI is fantastic and payments are quick.,2026-05-17,User783
4,Solid,Solid app for KYC but takes too long to approve.,2025-10-07,User489
2,Issues,Having login issues since the latest update. @support please fix.,2025-08-19,User687
5,Great App,Works perfectly. I use it every day.,2026-03-28,User531
5,Awesome,The new UI is fantastic and payments are quick.,2025-08-04,User488
3,Average,Customer support is slow to respond to my queries.,2026-03-12,User349
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-05-02,User130
5,Awesome,The new UI is fantastic and payments are quick.,2025-08-08,User870
2,Issues,Having login issues since the latest update. @support please fix.,2026-05-03,User107
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-06-05,User615
1,Terrible,Crashes on startup. Unusable.,2025-09-07,User988
1,Terrible,Crashes on startup. Unusable.,2025-07-01,User305
5,Great App,Works perfectly. I use it every day.,2025-12-04,User365
2,Issues,Having login issues since the latest update. @support please fix.,2026-02-23,User856
5,Great App,Works perfectly. I use it every day.,2026-05-10,User969
2,Issues,Having login issues since the latest update. @support please fix.,2026-03-10,User988
3,Average,Customer support is slow to respond to my queries.,2026-02-04,User838
4,Good,Good but has some minor bugs.,2026-01-30,User190
2,Issues,Having login issues since the latest update. @support please fix.,2026-03-27,User208
5,Love it,Seamless onboarding process. Very impressed.,2025-11-11,User106
5,Awesome,The new UI is fantastic and payments are quick.,2026-04-23,User217
4,Good,Good but has some minor bugs.,2026-02-21,User712
3,Average,Customer support is slow to respond to my queries.,2025-10-19,User598
1,Terrible,Crashes on startup. Unusable.,2026-03-07,User174
4,Good,Good but has some minor bugs.,2025-12-14,User216
2,Issues,Having login issues since the latest update. @support please fix.,2025-11-26,User975
4,Good,Good but has some minor bugs.,2026-02-23,User928
4,Solid,Solid app for KYC but takes too long to approve.,2025-11-18,User247
1,Terrible,Crashes on startup. Unusable.,2026-04-04,User174
3,Average,Customer support is slow to respond to my queries.,2025-12-21,User530
2,Disappointed,Statements are hard to download. Needs improvement.,2026-01-13,User880
4,Good,Good but has some minor bugs.,2025-10-15,User424
1,Terrible,Crashes on startup. Unusable.,2026-05-14,User640
3,Average,Customer support is slow to respond to my queries.,2026-05-17,User170
4,Solid,Solid app for KYC but takes too long to approve.,2025-10-30,User485
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-11-10,User152
2,Disappointed,Statements are hard to download. Needs improvement.,2026-04-03,User678
2,Disappointed,Statements are hard to download. Needs improvement.,2026-05-13,User635
5,Awesome,The new UI is fantastic and payments are quick.,2025-06-12,User936
4,Good,Good but has some minor bugs.,2025-11-26,User563
5,Great App,Works perfectly. I use it every day.,2026-02-04,User424
4,Good,Good but has some minor bugs.,2025-08-23,User246
3,Average,Customer support is slow to respond to my queries.,2026-02-23,User306
2,Disappointed,Statements are hard to download. Needs improvement.,2025-12-10,User435
5,Love it,Seamless onboarding process. Very impressed.,2025-08-12,User201
4,Good,Good but has some minor bugs.,2025-06-16,User233
4,Solid,Solid app for KYC but takes too long to approve.,2025-11-02,User290
5,Awesome,The new UI is fantastic and payments are quick.,2025-07-12,User651
3,Average,Customer support is slow to respond to my queries.,2025-10-27,User466
2,Issues,Having login issues since the latest update. @support please fix.,2025-10-18,User383
2,Disappointed,Statements are hard to download. Needs improvement.,2025-11-05,User554
3,Average,Customer support is slow to respond to my queries.,2026-03-09,User759
5,Love it,Seamless onboarding process. Very impressed.,2026-02-12,User145
2,Disappointed,Statements are hard to download. Needs improvement.,2025-07-25,User706
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-06-29,User680
2,Disappointed,Statements are hard to download. Needs improvement.,2025-12-08,User478
4,Good,Good but has some minor bugs.,2025-08-18,User410
4,Good,Good but has some minor bugs.,2025-07-28,User774
5,Love it,Seamless onboarding process. Very impressed.,2025-12-06,User852
5,Awesome,The new UI is fantastic and payments are quick.,2026-02-15,User304
5,Great App,Works perfectly. I use it every day.,2026-03-18,User342
5,Love it,Seamless onboarding process. Very impressed.,2025-09-21,User361
5,Great App,Works perfectly. I use it every day.,2025-11-01,User673
5,Love it,Seamless onboarding process. Very impressed.,2025-06-19,User164
5,Awesome,The new UI is fantastic and payments are quick.,2026-01-22,User351
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-05-14,User823
5,Awesome,The new UI is fantastic and payments are quick.,2025-11-23,User847
5,Awesome,The new UI is fantastic and payments are quick.,2025-09-24,User863
5,Great App,Works perfectly. I use it every day.,2025-06-12,User225
4,Solid,Solid app for KYC but takes too long to approve.,2025-07-15,User645
5,Love it,Seamless onboarding process. Very impressed.,2025-10-02,User103
3,Average,Customer support is slow to respond to my queries.,2025-11-24,User938
1,Terrible,Crashes on startup. Unusable.,2025-10-18,User618
1,Terrible,Crashes on startup. Unusable.,2026-02-25,User721
4,Good,Good but has some minor bugs.,2025-06-24,User655
2,Issues,Having login issues since the latest update. @support please fix.,2026-05-27,User450
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-10-14,User551
4,Good,Good but has some minor bugs.,2025-12-02,User917
4,Solid,Solid app for KYC but takes too long to approve.,2026-01-01,User626
4,Solid,Solid app for KYC but takes too long to approve.,2025-09-04,User562
4,Solid,Solid app for KYC but takes too long to approve.,2026-04-23,User251
2,Disappointed,Statements are hard to download. Needs improvement.,2025-06-25,User481
4,Solid,Solid app for KYC but takes too long to approve.,2025-12-31,User699
4,Solid,Solid app for KYC but takes too long to approve.,2025-07-16,User664
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-07-22,User655
5,Love it,Seamless onboarding process. Very impressed.,2025-12-13,User200
5,Awesome,The new UI is fantastic and payments are quick.,2026-01-31,User503
5,Love it,Seamless onboarding process. Very impressed.,2026-03-23,User354
1,Terrible,Crashes on startup. Unusable.,2025-08-13,User769
2,Issues,Having login issues since the latest update. @support please fix.,2025-10-27,User217
2,Issues,Having login issues since the latest update. @support please fix.,2025-06-03,User606
2,Issues,Having login issues since the latest update. @support please fix.,2026-05-15,User283
4,Solid,Solid app for KYC but takes too long to approve.,2025-08-24,User873
5,Great App,Works perfectly. I use it every day.,2026-02-27,User284
2,Issues,Having login issues since the latest update. @support please fix.,2025-07-04,User187
1,Terrible,Crashes on startup. Unusable.,2025-11-10,User252
4,Solid,Solid app for KYC but takes too long to approve.,2025-11-14,User366
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-03-22,User281
4,Solid,Solid app for KYC but takes too long to approve.,2025-08-03,User280
4,Solid,Solid app for KYC but takes too long to approve.,2025-08-28,User689
2,Disappointed,Statements are hard to download. Needs improvement.,2026-05-08,User252
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-01-05,User241
4,Good,Good but has some minor bugs.,2026-03-11,User977
4,Good,Good but has some minor bugs.,2025-09-11,User928
5,Love it,Seamless onboarding process. Very impressed.,2025-11-16,User514
4,Solid,Solid app for KYC but takes too long to approve.,2026-02-23,User392
4,Good,Good but has some minor bugs.,2025-10-17,User126
1,Terrible,Crashes on startup. Unusable.,2025-10-17,User373
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-08-07,User102
1,Terrible,Crashes on startup. Unusable.,2025-10-24,User103
2,Disappointed,Statements are hard to download. Needs improvement.,2025-06-26,User980
5,Love it,Seamless onboarding process. Very impressed.,2026-03-31,User745
4,Solid,Solid app for KYC but takes too long to approve.,2025-11-15,User811
5,Great App,Works perfectly. I use it every day.,2026-04-03,User348
1,Terrible,Crashes on startup. Unusable.,2025-11-21,User891
2,Disappointed,Statements are hard to download. Needs improvement.,2026-05-12,User304
4,Solid,Solid app for KYC but takes too long to approve.,2026-01-29,User475
3,Average,Customer support is slow to respond to my queries.,2026-01-12,User641
5,Love it,Seamless onboarding process. Very impressed.,2025-09-27,User404
1,Terrible,Crashes on startup. Unusable.,2026-01-25,User377
5,Great App,Works perfectly. I use it every day.,2025-11-26,User462
2,Issues,Having login issues since the latest update. @support please fix.,2025-07-28,User395
4,Solid,Solid app for KYC but takes too long to approve.,2026-01-13,User229
3,Average,Customer support is slow to respond to my queries.,2026-02-09,User769
2,Disappointed,Statements are hard to download. Needs improvement.,2026-01-03,User161
2,Issues,Having login issues since the latest update. @support please fix.,2026-05-10,User819
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-02-14,User746
4,Good,Good but has some minor bugs.,2025-07-09,User700
4,Good,Good but has some minor bugs.,2026-03-13,User968
2,Issues,Having login issues since the latest update. @support please fix.,2026-05-17,User662
4,Good,Good but has some minor bugs.,2026-05-22,User225
2,Issues,Having login issues since the latest update. @support please fix.,2026-01-11,User347
4,Solid,Solid app for KYC but takes too long to approve.,2025-06-16,User278
2,Issues,Having login issues since the latest update. @support please fix.,2026-05-17,User686
4,Solid,Solid app for KYC but takes too long to approve.,2025-06-05,User998
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-04-02,User289
2,Issues,Having login issues since the latest update. @support please fix.,2026-02-24,User632
2,Disappointed,Statements are hard to download. Needs improvement.,2025-11-03,User955
1,Terrible,Crashes on startup. Unusable.,2026-01-25,User305
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-06-11,User478
2,Disappointed,Statements are hard to download. Needs improvement.,2026-03-01,User686
4,Solid,Solid app for KYC but takes too long to approve.,2025-10-28,User556
5,Great App,Works perfectly. I use it every day.,2026-03-16,User993
2,Issues,Having login issues since the latest update. @support please fix.,2026-05-02,User757
5,Great App,Works perfectly. I use it every day.,2025-08-31,User917
5,Awesome,The new UI is fantastic and payments are quick.,2025-12-02,User424
4,Good,Good but has some minor bugs.,2025-11-30,User494
5,Great App,Works perfectly. I use it every day.,2025-11-30,User296
4,Solid,Solid app for KYC but takes too long to approve.,2025-11-28,User888
2,Disappointed,Statements are hard to download. Needs improvement.,2025-12-23,User117
5,Great App,Works perfectly. I use it every day.,2026-03-21,User659
4,Solid,Solid app for KYC but takes too long to approve.,2026-02-20,User288
2,Issues,Having login issues since the latest update. @support please fix.,2025-07-19,User204
4,Good,Good but has some minor bugs.,2025-10-15,User283
3,Average,Customer support is slow to respond to my queries.,2026-04-20,User951
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-09-01,User902
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-06-19,User877
2,Disappointed,Statements are hard to download. Needs improvement.,2025-09-18,User449
1,Terrible,Crashes on startup. Unusable.,2026-04-25,User810
4,Solid,Solid app for KYC but takes too long to approve.,2025-06-09,User722
2,Issues,Having login issues since the latest update. @support please fix.,2025-07-20,User413
2,Issues,Having login issues since the latest update. @support please fix.,2025-08-17,User769
5,Awesome,The new UI is fantastic and payments are quick.,2025-09-05,User625
4,Good,Good but has some minor bugs.,2026-04-05,User719
1,Terrible,Crashes on startup. Unusable.,2025-07-22,User481
4,Good,Good but has some minor bugs.,2026-01-24,User130
4,Good,Good but has some minor bugs.,2025-08-27,User409
4,Solid,Solid app for KYC but takes too long to approve.,2026-03-30,User478
2,Disappointed,Statements are hard to download. Needs improvement.,2025-07-24,User147
2,Disappointed,Statements are hard to download. Needs improvement.,2025-07-15,User123
5,Great App,Works perfectly. I use it every day.,2025-06-10,User361
5,Great App,Works perfectly. I use it every day.,2025-07-20,User518
1,Terrible,Crashes on startup. Unusable.,2025-09-09,User264
5,Awesome,The new UI is fantastic and payments are quick.,2025-09-01,User269
5,Love it,Seamless onboarding process. Very impressed.,2026-03-21,User186
4,Good,Good but has some minor bugs.,2025-09-24,User802
1,Terrible,Crashes on startup. Unusable.,2025-12-27,User746
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-08-30,User216
1,Terrible,Crashes on startup. Unusable.,2026-02-01,User989
5,Love it,Seamless onboarding process. Very impressed.,2025-10-30,User345
1,Terrible,Crashes on startup. Unusable.,2025-10-19,User164
5,Great App,Works perfectly. I use it every day.,2025-10-08,User961
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-09-04,User977
3,Average,Customer support is slow to respond to my queries.,2025-09-04,User431
2,Issues,Having login issues since the latest update. @support please fix.,2026-03-30,User682
2,Issues,Having login issues since the latest update. @support please fix.,2026-04-03,User455
3,Average,Customer support is slow to respond to my queries.,2025-07-03,User317
1,Terrible,Crashes on startup. Unusable.,2026-05-16,User625
5,Awesome,The new UI is fantastic and payments are quick.,2026-03-26,User269
5,Love it,Seamless onboarding process. Very impressed.,2026-01-02,User252
3,Average,Customer support is slow to respond to my queries.,2026-03-17,User332
2,Disappointed,Statements are hard to download. Needs improvement.,2026-05-25,User773
2,Issues,Having login issues since the latest update. @support please fix.,2026-04-25,User506
5,Awesome,The new UI is fantastic and payments are quick.,2026-02-16,User953
5,Great App,Works perfectly. I use it every day.,2026-01-14,User388
4,Good,Good but has some minor bugs.,2025-09-16,User992
5,Awesome,The new UI is fantastic and payments are quick.,2025-07-10,User393
5,Awesome,The new UI is fantastic and payments are quick.,2026-04-23,User914
5,Love it,Seamless onboarding process. Very impressed.,2026-03-02,User674
5,Love it,Seamless onboarding process. Very impressed.,2026-03-06,User594
5,Awesome,The new UI is fantastic and payments are quick.,2025-06-19,User178
2,Issues,Having login issues since the latest update. @support please fix.,2025-09-23,User840
4,Good,Good but has some minor bugs.,2025-08-29,User344
1,Terrible,Crashes on startup. Unusable.,2025-11-18,User953
5,Awesome,The new UI is fantastic and payments are quick.,2026-04-23,User897
5,Love it,Seamless onboarding process. Very impressed.,2025-06-03,User446
3,Average,Customer support is slow to respond to my queries.,2026-02-21,User121
5,Love it,Seamless onboarding process. Very impressed.,2025-07-21,User226
2,Disappointed,Statements are hard to download. Needs improvement.,2026-01-21,User637
4,Solid,Solid app for KYC but takes too long to approve.,2025-11-29,User530
4,Solid,Solid app for KYC but takes too long to approve.,2025-06-02,User527
4,Solid,Solid app for KYC but takes too long to approve.,2025-10-22,User342
4,Good,Good but has some minor bugs.,2025-06-26,User587
5,Great App,Works perfectly. I use it every day.,2025-09-04,User377
2,Disappointed,Statements are hard to download. Needs improvement.,2025-07-24,User785
5,Great App,Works perfectly. I use it every day.,2025-07-31,User315
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-08-20,User953
4,Good,Good but has some minor bugs.,2026-03-10,User263
2,Disappointed,Statements are hard to download. Needs improvement.,2025-09-26,User681
3,Average,Customer support is slow to respond to my queries.,2025-12-09,User954
2,Disappointed,Statements are hard to download. Needs improvement.,2026-05-03,User722
5,Love it,Seamless onboarding process. Very impressed.,2026-01-25,User752
5,Love it,Seamless onboarding process. Very impressed.,2025-10-26,User654
2,Issues,Having login issues since the latest update. @support please fix.,2026-02-17,User268
3,Average,Customer support is slow to respond to my queries.,2025-07-28,User536
4,Solid,Solid app for KYC but takes too long to approve.,2026-03-08,User207
2,Issues,Having login issues since the latest update. @support please fix.,2025-06-27,User583
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-11-29,User256
5,Love it,Seamless onboarding process. Very impressed.,2026-01-18,User682
1,Terrible,Crashes on startup. Unusable.,2025-08-07,User499
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-04-11,User653
4,Good,Good but has some minor bugs.,2025-11-25,User379
3,Average,Customer support is slow to respond to my queries.,2026-04-18,User147
4,Good,Good but has some minor bugs.,2026-01-20,User434
2,Disappointed,Statements are hard to download. Needs improvement.,2025-08-20,User547
5,Awesome,The new UI is fantastic and payments are quick.,2026-04-30,User161
5,Great App,Works perfectly. I use it every day.,2026-03-13,User863
5,Great App,Works perfectly. I use it every day.,2026-04-23,User710
5,Awesome,The new UI is fantastic and payments are quick.,2025-10-28,User307
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-07-26,User417
2,Issues,Having login issues since the latest update. @support please fix.,2026-02-15,User484
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-04-18,User880
1,Terrible,Crashes on startup. Unusable.,2026-02-10,User597
1,Terrible,Crashes on startup. Unusable.,2025-06-24,User376
1,Terrible,Crashes on startup. Unusable.,2026-01-03,User171
1,Terrible,Crashes on startup. Unusable.,2025-12-04,User949
2,Issues,Having login issues since the latest update. @support please fix.,2026-03-10,User452
5,Awesome,The new UI is fantastic and payments are quick.,2026-04-15,User395
5,Great App,Works perfectly. I use it every day.,2025-08-09,User318
1,Terrible,Crashes on startup. Unusable.,2026-04-12,User835
5,Great App,Works perfectly. I use it every day.,2025-06-09,User340
2,Disappointed,Statements are hard to download. Needs improvement.,2026-04-25,User618
5,Awesome,The new UI is fantastic and payments are quick.,2026-04-24,User314
2,Issues,Having login issues since the latest update. @support please fix.,2025-12-31,User149
4,Solid,Solid app for KYC but takes too long to approve.,2025-08-07,User420
5,Great App,Works perfectly. I use it every day.,2025-09-10,User173
4,Solid,Solid app for KYC but takes too long to approve.,2026-04-18,User744
2,Disappointed,Statements are hard to download. Needs improvement.,2026-02-05,User264
5,Love it,Seamless onboarding process. Very impressed.,2026-02-14,User418
2,Disappointed,Statements are hard to download. Needs improvement.,2025-12-17,User680
1,Terrible,Crashes on startup. Unusable.,2025-07-15,User230
2,Disappointed,Statements are hard to download. Needs improvement.,2026-05-11,User150
4,Good,Good but has some minor bugs.,2025-12-26,User961
4,Solid,Solid app for KYC but takes too long to approve.,2025-09-01,User115
2,Disappointed,Statements are hard to download. Needs improvement.,2025-11-10,User270
4,Solid,Solid app for KYC but takes too long to approve.,2025-09-27,User735
4,Good,Good but has some minor bugs.,2026-01-06,User794
2,Disappointed,Statements are hard to download. Needs improvement.,2026-04-27,User439
3,Average,Customer support is slow to respond to my queries.,2026-05-26,User296
4,Good,Good but has some minor bugs.,2025-12-25,User516
3,Average,Customer support is slow to respond to my queries.,2025-10-16,User446
