Rating,Review Title,Review,Date,Reviewer
2,Disappointed,Statements are hard to download. Needs improvement.,2025-09-24,User950
3,Average,Customer support is slow to respond to my queries.,2026-03-20,User549
5,Great App,Works perfectly. I use it every day.,2025-12-17,User967
5,Awesome,The new UI is fantastic and payments are quick.,2025-10-18,User129
2,Issues,Having login issues since the latest update. @support please fix.,2026-01-02,User871
1,Terrible,Crashes on startup. Unusable.,2026-01-30,User780
1,Terrible,Crashes on startup. Unusable.,2026-05-02,User947
5,Awesome,The new UI is fantastic and payments are quick.,2025-12-20,User661
2,Disappointed,Statements are hard to download. Needs improvement.,2025-07-15,User671
2,Issues,Having login issues since the latest update. @support please fix.,2025-07-21,User876
5,Great App,Works perfectly. I use it every day.,2026-01-19,User554
2,Disappointed,Statements are hard to download. Needs improvement.,2025-07-24,User716
3,Average,Customer support is slow to respond to my queries.,2026-04-05,User842
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-02-17,User644
4,Good,Good but has some minor bugs.,2025-06-18,User849
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-04-22,User365
3,Average,Customer support is slow to respond to my queries.,2025-10-02,User371
2,Disappointed,Statements are hard to download. Needs improvement.,2026-04-15,User449
2,Disappointed,Statements are hard to download. Needs improvement.,2025-08-19,User179
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-07-03,User299
4,Solid,Solid app for KYC but takes too long to approve.,2025-09-27,User295
3,Average,Customer support is slow to respond to my queries.,2026-03-30,User398
3,Average,Customer support is slow to respond to my queries.,2026-03-29,User713
3,Average,Customer support is slow to respond to my queries.,2025-11-15,User408
5,Great App,Works perfectly. I use it every day.,2025-11-10,User332
3,Average,Customer support is slow to respond to my queries.,2026-04-17,User560
5,Awesome,The new UI is fantastic and payments are quick.,2025-09-05,User386
2,Issues,Having login issues since the latest update. @support please fix.,2025-05-24,User525
2,Disappointed,Statements are hard to download. Needs improvement.,2025-08-26,User741
1,Terrible,Crashes on startup. Unusable.,2025-05-23,User560
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-10-09,User894
2,Issues,Having login issues since the latest update. @support please fix.,2025-08-31,User377
3,Average,Customer support is slow to respond to my queries.,2025-12-18,User448
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-07-06,User153
4,Solid,Solid app for KYC but takes too long to approve.,2025-12-08,User446
2,Issues,Having login issues since the latest update. @support please fix.,2025-07-26,User465
2,Issues,Having login issues since the latest update. @support please fix.,2025-08-13,User535
5,Great App,Works perfectly. I use it every day.,2025-07-17,User262
2,Issues,Having login issues since the latest update. @support please fix.,2026-05-05,User478
5,Great App,Works perfectly. I use it every day.,2025-09-19,User620
2,Issues,Having login issues since the latest update. @support please fix.,2025-05-26,User714
1,Terrible,Crashes on startup. Unusable.,2025-05-29,User387
4,Good,Good but has some minor bugs.,2026-05-11,User102
1,Terrible,Crashes on startup. Unusable.,2025-07-04,User514
4,Good,Good but has some minor bugs.,2025-07-02,User984
5,Great App,Works perfectly. I use it every day.,2025-05-26,User981
2,Issues,Having login issues since the latest update. @support please fix.,2025-05-20,User608
1,Terrible,Crashes on startup. Unusable.,2026-01-18,User485
5,Great App,Works perfectly. I use it every day.,2025-12-30,User663
4,Good,Good but has some minor bugs.,2026-04-05,User181
4,Good,Good but has some minor bugs.,2026-02-10,User278
4,Solid,Solid app for KYC but takes too long to approve.,2026-02-13,User752
5,Love it,Seamless onboarding process. Very impressed.,2025-11-01,User334
5,Love it,Seamless onboarding process. Very impressed.,2025-10-12,User585
4,Good,Good but has some minor bugs.,2025-12-16,User846
1,Terrible,Crashes on startup. Unusable.,2025-12-03,User594
5,Great App,Works perfectly. I use it every day.,2026-01-28,User980
2,Issues,Having login issues since the latest update. @support please fix.,2026-03-02,User972
5,Love it,Seamless onboarding process. Very impressed.,2025-06-04,User774
2,Disappointed,Statements are hard to download. Needs improvement.,2025-08-25,User951
4,Good,Good but has some minor bugs.,2025-11-24,User215
2,Disappointed,Statements are hard to download. Needs improvement.,2026-01-03,User257
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-12-31,User625
1,Terrible,Crashes on startup. Unusable.,2025-09-23,User326
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-01-16,User322
3,Average,Customer support is slow to respond to my queries.,2026-01-13,User979
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-01-01,User335
1,Terrible,Crashes on startup. Unusable.,2026-01-28,User186
5,Love it,Seamless onboarding process. Very impressed.,2026-01-06,User786
5,Love it,Seamless onboarding process. Very impressed.,2025-11-24,User850
1,Terrible,Crashes on startup. Unusable.,2026-02-11,User367
5,Love it,Seamless onboarding process. Very impressed.,2026-03-03,User336
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-07-19,User588
4,Solid,Solid app for KYC but takes too long to approve.,2025-11-25,User492
5,Great App,Works perfectly. I use it every day.,2025-10-06,User753
3,Average,Customer support is slow to respond to my queries.,2026-01-20,User233
2,Disappointed,Statements are hard to download. Needs improvement.,2025-10-26,User291
3,Average,Customer support is slow to respond to my queries.,2026-01-31,User688
1,Terrible,Crashes on startup. Unusable.,2025-12-12,User814
4,Good,Good but has some minor bugs.,2026-02-14,User755
3,Average,Customer support is slow to respond to my queries.,2026-03-17,User427
2,Issues,Having login issues since the latest update. @support please fix.,2025-06-21,User665
5,Love it,Seamless onboarding process. Very impressed.,2025-11-06,User927
3,Average,Customer support is slow to respond to my queries.,2025-10-27,User553
5,Love it,Seamless onboarding process. Very impressed.,2025-07-10,User651
5,Great App,Works perfectly. I use it every day.,2025-07-24,User337
1,Terrible,Crashes on startup. Unusable.,2025-07-15,User751
4,Good,Good but has some minor bugs.,2025-11-23,User286
3,Average,Customer support is slow to respond to my queries.,2025-05-23,User732
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-04-22,User614
4,Good,Good but has some minor bugs.,2025-07-21,User553
5,Love it,Seamless onboarding process. Very impressed.,2025-06-15,User615
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-07-08,User551
5,Love it,Seamless onboarding process. Very impressed.,2026-01-23,User703
2,Issues,Having login issues since the latest update. @support please fix.,2026-04-14,User651
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-10-28,User552
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-09-30,User107
1,Terrible,Crashes on startup. Unusable.,2025-05-31,User972
4,Good,Good but has some minor bugs.,2026-03-20,User316
2,Issues,Having login issues since the latest update. @support please fix.,2025-12-11,User687
4,Good,Good but has some minor bugs.,2025-10-31,User708
2,Disappointed,Statements are hard to download. Needs improvement.,2025-11-28,User706
5,Great App,Works perfectly. I use it every day.,2026-01-10,User860
4,Solid,Solid app for KYC but takes too long to approve.,2026-02-26,User287
5,Awesome,The new UI is fantastic and payments are quick.,2025-10-11,User814
2,Disappointed,Statements are hard to download. Needs improvement.,2025-07-23,User800
5,Awesome,The new UI is fantastic and payments are quick.,2025-07-11,User439
2,Issues,Having login issues since the latest update. @support please fix.,2026-03-03,User879
3,Average,Customer support is slow to respond to my queries.,2025-12-06,User956
5,Love it,Seamless onboarding process. Very impressed.,2025-10-26,User353
5,Great App,Works perfectly. I use it every day.,2026-04-23,User736
2,Disappointed,Statements are hard to download. Needs improvement.,2026-02-10,User449
3,Average,Customer support is slow to respond to my queries.,2026-04-05,User467
2,Issues,Having login issues since the latest update. @support please fix.,2026-01-19,User826
4,Good,Good but has some minor bugs.,2025-08-11,User511
4,Solid,Solid app for KYC but takes too long to approve.,2025-11-17,User104
5,Great App,Works perfectly. I use it every day.,2025-12-19,User453
5,Great App,Works perfectly. I use it every day.,2025-07-15,User118
2,Disappointed,Statements are hard to download. Needs improvement.,2025-06-09,User404
5,Love it,Seamless onboarding process. Very impressed.,2026-03-23,User739
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-08-06,User408
5,Awesome,The new UI is fantastic and payments are quick.,2025-06-04,User103
3,Average,Customer support is slow to respond to my queries.,2025-07-10,User390
5,Love it,Seamless onboarding process. Very impressed.,2026-04-29,User239
2,Disappointed,Statements are hard to download. Needs improvement.,2026-04-28,User838
5,Awesome,The new UI is fantastic and payments are quick.,2026-03-06,User787
5,Love it,Seamless onboarding process. Very impressed.,2026-05-11,User886
4,Good,Good but has some minor bugs.,2026-01-19,User696
1,Terrible,Crashes on startup. Unusable.,2026-01-09,User559
2,Issues,Having login issues since the latest update. @support please fix.,2025-12-27,User475
4,Good,Good but has some minor bugs.,2026-01-29,User622
2,Issues,Having login issues since the latest update. @support please fix.,2025-08-09,User596
3,Average,Customer support is slow to respond to my queries.,2025-12-24,User295
3,Average,Customer support is slow to respond to my queries.,2025-06-05,User422
4,Solid,Solid app for KYC but takes too long to approve.,2025-09-26,User158
2,Issues,Having login issues since the latest update. @support please fix.,2025-09-22,User127
1,Terrible,Crashes on startup. Unusable.,2025-11-18,User417
5,Love it,Seamless onboarding process. Very impressed.,2025-07-20,User909
5,Love it,Seamless onboarding process. Very impressed.,2026-05-07,User807
4,Solid,Solid app for KYC but takes too long to approve.,2026-04-23,User309
5,Great App,Works perfectly. I use it every day.,2026-04-28,User923
4,Good,Good but has some minor bugs.,2025-05-30,User835
5,Great App,Works perfectly. I use it every day.,2025-11-07,User408
5,Love it,Seamless onboarding process. Very impressed.,2026-04-28,User921
3,Average,Customer support is slow to respond to my queries.,2025-09-13,User522
5,Love it,Seamless onboarding process. Very impressed.,2025-08-12,User932
1,Terrible,Crashes on startup. Unusable.,2026-02-05,User727
2,Issues,Having login issues since the latest update. @support please fix.,2025-10-29,User242
4,Solid,Solid app for KYC but takes too long to approve.,2025-09-03,User442
2,Issues,Having login issues since the latest update. @support please fix.,2026-01-22,User805
3,Average,Customer support is slow to respond to my queries.,2025-09-15,User438
2,Issues,Having login issues since the latest update. @support please fix.,2025-11-06,User867
1,Terrible,Crashes on startup. Unusable.,2025-05-26,User280
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-10-30,User644
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-01-26,User563
4,Solid,Solid app for KYC but takes too long to approve.,2026-04-10,User621
5,Love it,Seamless onboarding process. Very impressed.,2026-02-18,User341
5,Awesome,The new UI is fantastic and payments are quick.,2025-12-11,User539
1,Terrible,Crashes on startup. Unusable.,2026-01-05,User446
1,Terrible,Crashes on startup. Unusable.,2025-09-05,User935
5,Love it,Seamless onboarding process. Very impressed.,2026-03-17,User144
5,Great App,Works perfectly. I use it every day.,2025-06-11,User855
1,Terrible,Crashes on startup. Unusable.,2025-09-07,User526
5,Love it,Seamless onboarding process. Very impressed.,2025-05-18,User160
4,Good,Good but has some minor bugs.,2025-08-30,User470
5,Awesome,The new UI is fantastic and payments are quick.,2025-11-17,User233
5,Love it,Seamless onboarding process. Very impressed.,2025-09-19,User680
3,Average,Customer support is slow to respond to my queries.,2025-07-23,User800
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-07-21,User790
2,Disappointed,Statements are hard to download. Needs improvement.,2026-01-14,User398
5,Great App,Works perfectly. I use it every day.,2026-04-24,User714
1,Terrible,Crashes on startup. Unusable.,2025-10-28,User113
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-06-02,User789
5,Great App,Works perfectly. I use it every day.,2025-11-10,User583
4,Solid,Solid app for KYC but takes too long to approve.,2025-06-29,User616
2,Disappointed,Statements are hard to download. Needs improvement.,2025-12-06,User355
4,Good,Good but has some minor bugs.,2025-07-08,User200
3,Average,Customer support is slow to respond to my queries.,2025-10-09,User747
4,Solid,Solid app for KYC but takes too long to approve.,2025-07-26,User440
5,Great App,Works perfectly. I use it every day.,2026-04-12,User485
5,Love it,Seamless onboarding process. Very impressed.,2025-12-03,User144
4,Good,Good but has some minor bugs.,2025-05-30,User666
4,Solid,Solid app for KYC but takes too long to approve.,2025-06-30,User728
4,Solid,Solid app for KYC but takes too long to approve.,2025-12-26,User135
3,Average,Customer support is slow to respond to my queries.,2025-12-02,User816
2,Disappointed,Statements are hard to download. Needs improvement.,2026-04-09,User238
1,Terrible,Crashes on startup. Unusable.,2026-02-19,User960
2,Issues,Having login issues since the latest update. @support please fix.,2026-01-16,User430
3,Average,Customer support is slow to respond to my queries.,2026-04-26,User777
5,Awesome,The new UI is fantastic and payments are quick.,2025-10-15,User223
5,Love it,Seamless onboarding process. Very impressed.,2026-05-10,User619
5,Love it,Seamless onboarding process. Very impressed.,2026-03-09,User735
2,Issues,Having login issues since the latest update. @support please fix.,2026-01-04,User441
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-08-27,User782
3,Average,Customer support is slow to respond to my queries.,2026-01-15,User687
1,Terrible,Crashes on startup. Unusable.,2026-02-14,User366
4,Solid,Solid app for KYC but takes too long to approve.,2026-01-22,User183
5,Awesome,The new UI is fantastic and payments are quick.,2025-11-19,User449
2,Disappointed,Statements are hard to download. Needs improvement.,2026-01-30,User251
4,Good,Good but has some minor bugs.,2026-03-20,User574
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-06-13,User893
1,Terrible,Crashes on startup. Unusable.,2026-01-14,User257
5,Great App,Works perfectly. I use it every day.,2025-10-20,User493
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-09-16,User576
4,Solid,Solid app for KYC but takes too long to approve.,2026-03-12,User884
2,Issues,Having login issues since the latest update. @support please fix.,2026-05-04,User145
5,Great App,Works perfectly. I use it every day.,2025-10-12,User309
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-07-29,User840
4,Good,Good but has some minor bugs.,2026-04-25,User613
5,Awesome,The new UI is fantastic and payments are quick.,2026-02-14,User658
2,Disappointed,Statements are hard to download. Needs improvement.,2025-11-22,User645
2,Disappointed,Statements are hard to download. Needs improvement.,2025-05-19,User302
2,Disappointed,Statements are hard to download. Needs improvement.,2026-01-26,User128
1,Terrible,Crashes on startup. Unusable.,2026-02-28,User468
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2026-03-30,User165
1,Terrible,Crashes on startup. Unusable.,2026-03-09,User665
2,Disappointed,Statements are hard to download. Needs improvement.,2025-06-11,User130
5,Love it,Seamless onboarding process. Very impressed.,2025-09-13,User598
4,Solid,Solid app for KYC but takes too long to approve.,2025-08-15,User255
2,Issues,Having login issues since the latest update. @support please fix.,2025-09-21,User968
1,Terrible,Crashes on startup. Unusable.,2026-01-12,User473
1,Terrible,Crashes on startup. Unusable.,2025-10-21,User949
5,Great App,Works perfectly. I use it every day.,2025-11-02,User423
1,Terrible,Crashes on startup. Unusable.,2025-09-26,User228
3,Average,Customer support is slow to respond to my queries.,2026-01-29,User134
5,Great App,Works perfectly. I use it every day.,2025-05-21,User806
2,Issues,Having login issues since the latest update. @support please fix.,2026-01-04,User655
2,Issues,Having login issues since the latest update. @support please fix.,2026-01-28,User678
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-12-09,User146
5,Love it,Seamless onboarding process. Very impressed.,2025-08-06,User914
4,Solid,Solid app for KYC but takes too long to approve.,2026-04-19,User631
3,Okay,It is okay but could be faster. Can someone at [email] contact me?,2025-12-04,User871
5,Great App,Works perfectly. I use it every day.,2025-09-12,User361
